period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,IL,Illinois,83.771958,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,IL,Illinois,56.490559,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,IL,Illinois,61.837261,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,IN,Indiana,175.409086,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,IN,Indiana,48.858517,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,IN,Indiana,78.131963,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,IN,Indiana,48.418606,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,KS,Kansas,60.164188,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,KS,Kansas,24.658375,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,KS,Kansas,18.912848,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,KS,Kansas,16.592966,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,KY,Kentucky,40.462103,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,KY,Kentucky,54.93708,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,KY,Kentucky,18.810645,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,KY,Kentucky,114.209828,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,LA,Louisiana,194.484653,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,LA,Louisiana,84.994515,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,LA,Louisiana,8.673274,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,LA,Louisiana,100.816864,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MA,Massachusetts,63.122501,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MA,Massachusetts,39.800861,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MA,Massachusetts,.006826,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MA,Massachusetts,23.314815,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MD,Maryland,56.620696,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MD,Maryland,32.783793,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MD,Maryland,7.391695,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MD,Maryland,16.445207,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,ME,Maine,14.338406,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,ME,Maine,11.731199,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,ME,Maine,.206538,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,ME,Maine,2.400669,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MI,Michigan,158.606496,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MI,Michigan,60.53018,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MI,Michigan,42.684237,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MI,Michigan,55.392079,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MN,Minnesota,91.708377,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MN,Minnesota,43.403196,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MN,Minnesota,19.616105,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MN,Minnesota,28.689076,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MO,Missouri,116.487362,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MO,Missouri,43.38548,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MO,Missouri,55.908655,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MO,Missouri,17.193228,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MS,Mississippi,62.228421,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MS,Mississippi,26.771824,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MS,Mississippi,4.879604,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MS,Mississippi,30.576992,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,MT,Montana,32.136735,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,MT,Montana,12.079954,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,MT,Montana,15.220273,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,MT,Montana,4.836508,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NC,North Carolina,61.826378,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NC,North Carolina,30.423784,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NC,North Carolina,29.850336,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NC,North Carolina,122.100498,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,ND,North Dakota,12.97116,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,ND,North Dakota,35.571835,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,ND,North Dakota,8.14672,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,ND,North Dakota,56.689715,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NE,Nebraska,50.202062,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NE,Nebraska,16.911907,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NE,Nebraska,22.989323,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NE,Nebraska,10.300832,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NH,New Hampshire,13.882216,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NH,New Hampshire,10.575781,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NH,New Hampshire,.399904,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NH,New Hampshire,2.906532,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NJ,New Jersey,100.413006,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NJ,New Jersey,57.41263,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NJ,New Jersey,1.317712,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NJ,New Jersey,41.682664,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NM,New Mexico,48.637155,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NM,New Mexico,18.238905,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NM,New Mexico,14.484317,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NM,New Mexico,15.913933,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NV,Nevada,41.587351,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NV,Nevada,21.384584,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NV,Nevada,3.554824,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NV,Nevada,16.647944,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,NY,New York,168.401234,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,NY,New York,96.526663,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,NY,New York,1.304771,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,NY,New York,70.5698,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OH,Ohio,195.820764,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OH,Ohio,73.463228,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OH,Ohio,56.434122,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OH,Ohio,65.923413,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OK,Oklahoma,90.927788,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OK,Oklahoma,36.464285,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OK,Oklahoma,8.984218,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OK,Oklahoma,45.479285,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,OR,Oregon,41.580224,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,OR,Oregon,23.101639,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,OR,Oregon,2.622984,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,OR,Oregon,15.855601,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,PA,Pennsylvania,218.030131,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,PA,Pennsylvania,76.548142,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,PA,Pennsylvania,53.782979,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,PA,Pennsylvania,87.69901,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,RI,Rhode Island,10.33233,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,RI,Rhode Island,5.171249,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,RI,Rhode Island,0,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,RI,Rhode Island,5.161082,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,SC,South Carolina,35.459786,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,SC,South Carolina,15.367306,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,SC,South Carolina,18.181787,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,SC,South Carolina,69.008879,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,SD,South Dakota,15.881773,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,SD,South Dakota,7.834818,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,SD,South Dakota,3.00443,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,SD,South Dakota,5.042525,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TN,Tennessee,91.720006,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TN,Tennessee,49.093019,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TN,Tennessee,20.737925,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TN,Tennessee,21.889062,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,TX,Texas,680.66325,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,TX,Texas,337.311962,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,TX,Texas,94.930259,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,TX,Texas,248.421029,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,UT,Utah,61.293447,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,UT,Utah,21.278084,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,UT,Utah,25.530905,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,UT,Utah,14.484459,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,VA,Virginia,60.491868,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,VA,Virginia,8.023699,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,VA,Virginia,37.720807,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,VA,Virginia,106.236374,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,VT,Vermont,5.988229,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,VT,Vermont,5.232855,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,VT,Vermont,0,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,VT,Vermont,.755374,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WA,Washington,56.209007,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WA,Washington,7.730162,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WA,Washington,19.819558,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WA,Washington,83.758727,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,36.696167,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,26.785194,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,30.966083,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,94.447444,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WV,West Virginia,85.249638,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WV,West Virginia,13.502209,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WV,West Virginia,59.380528,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WV,West Virginia,12.366901,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WY,Wyoming,58.897673,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WY,Wyoming,10.840397,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WY,Wyoming,39.226998,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WY,Wyoming,8.830278,million metric tons of CO2
